Species,Days,Control,Iguana,Tortoise
Pseudophoenix_vinifera,65,0,0,0
Pseudophoenix_vinifera,66,0,0,0
Pseudophoenix_vinifera,67,0,0,0
Pseudophoenix_vinifera,68,0,0,0
Pseudophoenix_vinifera,69,0,0,0
Pseudophoenix_vinifera,70,0,0,0
Pseudophoenix_vinifera,71,0,0,0
Pseudophoenix_vinifera,72,0,0,0
Pseudophoenix_vinifera,73,0,0,0
Pseudophoenix_vinifera,74,0,0,0
Pseudophoenix_vinifera,75,0,0,0
Pseudophoenix_vinifera,76,0,0,0
Pseudophoenix_vinifera,77,0,0,0
Pseudophoenix_vinifera,78,0,0,0
Pseudophoenix_vinifera,79,0,0,0
Pseudophoenix_vinifera,80,0,0,0
Pseudophoenix_vinifera,81,0,0,0
Pseudophoenix_vinifera,82,0,0,0
Pseudophoenix_vinifera,83,0,0,0
Pseudophoenix_vinifera,84,0,0,0
Pseudophoenix_vinifera,85,0,0,0
Pseudophoenix_vinifera,86,0,0,0
Pseudophoenix_vinifera,87,0,0,0
Pseudophoenix_vinifera,88,0,0,0
Pseudophoenix_vinifera,89,0,0,0
Pseudophoenix_vinifera,90,0,0,0
Pseudophoenix_vinifera,91,0,0,0
Pseudophoenix_vinifera,92,0,0,0
Pseudophoenix_vinifera,93,0,0,0
Pseudophoenix_vinifera,94,0,0,0
Pseudophoenix_vinifera,95,0,0,0
Pseudophoenix_vinifera,96,0,0,0
Pseudophoenix_vinifera,97,0,0,0
Pseudophoenix_vinifera,98,0,0,0
Pseudophoenix_vinifera,99,0,0,0
Pseudophoenix_vinifera,100,0,0,0
Pseudophoenix_vinifera,101,0,0,0
Pseudophoenix_vinifera,102,9.09,0,0
Pseudophoenix_vinifera,103,9.09,0,0
Pseudophoenix_vinifera,104,9.09,0,0
Pseudophoenix_vinifera,105,9.09,0,0
Pseudophoenix_vinifera,106,9.09,0,0
Pseudophoenix_vinifera,107,9.09,0,0
Pseudophoenix_vinifera,108,9.09,0,0
Pseudophoenix_vinifera,109,9.09,0,0
Pseudophoenix_vinifera,110,9.09,0,0
Pseudophoenix_vinifera,111,9.09,0,0
Pseudophoenix_vinifera,112,9.09,0,0
Pseudophoenix_vinifera,113,9.09,0,0
Pseudophoenix_vinifera,114,9.09,0,0
Pseudophoenix_vinifera,115,9.09,0,0
Pseudophoenix_vinifera,116,9.09,0,0
Pseudophoenix_vinifera,117,9.09,0,0
Pseudophoenix_vinifera,118,9.09,0,0
Pseudophoenix_vinifera,119,9.09,0,0
Pseudophoenix_vinifera,120,9.09,0,0
Pseudophoenix_vinifera,121,9.09,0,0
Pseudophoenix_vinifera,122,9.09,0,0
Pseudophoenix_vinifera,123,9.09,0,0
Pseudophoenix_vinifera,124,9.09,0,0
Pseudophoenix_vinifera,125,9.09,0,0
Pseudophoenix_vinifera,126,9.09,0,0
Pseudophoenix_vinifera,127,9.09,0,0
Pseudophoenix_vinifera,128,9.09,0,0
Pseudophoenix_vinifera,129,9.09,0,0
Pseudophoenix_vinifera,130,9.09,0,0
Pseudophoenix_vinifera,131,9.09,0,0
Pseudophoenix_vinifera,132,9.09,0,0
Pseudophoenix_vinifera,133,9.09,0,0
Pseudophoenix_vinifera,134,9.09,0,0
Pseudophoenix_vinifera,135,9.09,0,0
Pseudophoenix_vinifera,136,9.09,0,0
Pseudophoenix_vinifera,137,9.09,0,0
Pseudophoenix_vinifera,138,9.09,0,0
Pseudophoenix_vinifera,139,9.09,0,0
Pseudophoenix_vinifera,140,9.09,0,0
Pseudophoenix_vinifera,141,9.09,0,0
Pseudophoenix_vinifera,142,9.09,0,0
Pseudophoenix_vinifera,143,9.09,0,0
Pseudophoenix_vinifera,144,9.09,0,0
Pseudophoenix_vinifera,145,9.09,0,0
Pseudophoenix_vinifera,146,9.09,0,0
Pseudophoenix_vinifera,147,9.09,0,0
Pseudophoenix_vinifera,148,9.09,0,0
Pseudophoenix_vinifera,149,9.09,0,0
Pseudophoenix_vinifera,150,9.09,0,0
Pseudophoenix_vinifera,151,9.09,0,0
Pseudophoenix_vinifera,152,9.09,0,0
Pseudophoenix_vinifera,153,9.09,0,0
Pseudophoenix_vinifera,154,9.09,0,0
Pseudophoenix_vinifera,155,9.09,0,0
Pseudophoenix_vinifera,156,9.09,0,0
Pseudophoenix_vinifera,157,9.09,0,0
Pseudophoenix_vinifera,158,18.18,0,0
Theophrasta,1,0,0,0
Theophrasta,2,0,0,0
Theophrasta,3,0,0,0
Theophrasta,4,0,0,0
Theophrasta,5,0,0,0
Theophrasta,6,0,0,0
Theophrasta,7,0,0,0
Theophrasta,8,0,0,0
Theophrasta,9,0,0,0
Theophrasta,10,0,0,0
Theophrasta,11,0,0,0
Theophrasta,12,0,0,0
Theophrasta,13,0,0,0
Theophrasta,14,0,0,0
Theophrasta,15,0,0,0
Theophrasta,16,0,0,0
Theophrasta,17,0,0,0
Theophrasta,18,0,0,0
Theophrasta,19,0,0,0
Theophrasta,20,0,0,0
Theophrasta,21,0,0,0
Theophrasta,22,0,0,0
Theophrasta,23,0,0,0
Theophrasta,24,0,0,0
Theophrasta,25,0,0,0
Theophrasta,26,0,0,0
Theophrasta,27,0,0,0
Theophrasta,28,0,0,0
Theophrasta,29,0,0,0
Theophrasta,30,0,0,0
Theophrasta,31,0,0,0
Theophrasta,32,0,0,0
Theophrasta,33,0,0,0
Theophrasta,34,0,0,0
Theophrasta,35,0,0,0
Theophrasta,36,0,0,0
Theophrasta,37,0,0,0
Theophrasta,38,0,0,0
Theophrasta,39,0,0,0
Theophrasta,40,0,0,0
Theophrasta,41,0,0,0
Theophrasta,42,0,0,0
Theophrasta,43,0,0,0
Theophrasta,44,0,0,0
Theophrasta,45,0,0,0
Theophrasta,46,0,0,0
Theophrasta,47,0,0,0
Theophrasta,48,0,0,0
Theophrasta,49,0,0,0
Theophrasta,50,0,0,0
Theophrasta,51,0,0,0
Theophrasta,52,0,0,0
Theophrasta,53,0,0,0
Theophrasta,54,0,0,0
Theophrasta,55,0,0,0
Theophrasta,56,0,0,0
Theophrasta,57,0,0,0
Theophrasta,58,0,0,0
Theophrasta,59,0,0,0
Theophrasta,60,0,0,0
Theophrasta,61,0,0,0
Theophrasta,62,0,0,0
Theophrasta,63,0,0,0
Theophrasta,64,0,0,0
Theophrasta,65,0,0,0
Theophrasta,66,0,0,0
Theophrasta,67,0,0,0
Theophrasta,68,0,0,0
Theophrasta,69,0,0,0
Theophrasta,70,0,0,0
Theophrasta,71,7.69,0,0
Theophrasta,72,7.69,0,0
Theophrasta,73,15.38,0,0
Theophrasta,74,15.38,0,0
Theophrasta,75,23.08,0,0
Theophrasta,76,23.08,0,0
Theophrasta,77,23.08,0,0
Theophrasta,78,23.08,0,0
Theophrasta,79,23.08,0,0
Theophrasta,80,23.08,0,0
Theophrasta,81,23.08,0,0
Theophrasta,82,23.08,0,0
Theophrasta,83,23.08,0,0
Theophrasta,84,23.08,0,0
Theophrasta,85,23.08,0,0
Theophrasta,86,23.08,0,0
Theophrasta,87,30.77,0,0
Theophrasta,88,30.77,0,0
Theophrasta,89,30.77,0,0
Theophrasta,90,30.77,0,0
Theophrasta,91,38.46,0,0
Theophrasta,92,38.46,0,0
Theophrasta,93,38.46,0,0
Theophrasta,94,38.46,0,0
Theophrasta,95,38.46,0,0
Theophrasta,96,38.46,0,0
Theophrasta,97,38.46,0,0
Theophrasta,98,38.46,0,0
Theophrasta,99,38.46,0,0
Theophrasta,100,38.46,0,0
Theophrasta,101,38.46,0,0
Theophrasta,102,38.46,0,0
Theophrasta,103,38.46,0,0
Theophrasta,104,38.46,0,0
Theophrasta,105,38.46,0,0
Theophrasta,106,38.46,0,0
Theophrasta,107,38.46,0,0
Theophrasta,108,38.46,0,0
Theophrasta,109,38.46,0,0
Theophrasta,110,38.46,0,0
Theophrasta,111,38.46,0,0
Theophrasta,112,38.46,0,0
Theophrasta,113,38.46,0,0
Theophrasta,114,38.46,0,0
Theophrasta,115,38.46,0,0
Theophrasta,116,38.46,0,0
Theophrasta,117,69.23,0,0
